,full_link
1534,https://ekstrabladet.dk/nyheder/samfund/mere-end-halvdelen-af-piger-i-9.-klasse-mistrives/9905464
1535,https://ekstrabladet.dk/biler/selvkoerende-biler-faar-nu-uventet-hjaelp-fra-dyreriget/7085389
1536,https://ekstrabladet.dk/nyheder/politik/danskpolitik/indroemmer-selv-de-kvikke-farer-fuldstaendig-vild/8652924
1537,https://ekstrabladet.dk/underholdning/filmogtv/tv/kendt-konditor-tilbyder-bagedyst-gunnar-job/6334554
1538,https://ekstrabladet.dk/biler/bulgarsk-chauffoer-og-vognmand-faar-508000-i-boede-for-at-manipulere-lastbil/7035901
1539,https://ekstrabladet.dk/biler/dyrere-biler-efter-brexit-det-her-har-politikerne-glemt/7086134
1540,https://ekstrabladet.dk/biler/her-koerer-tre-porscher-300-kilo-guld-gennem-londons-gader/7010287
1541,https://ekstrabladet.dkhttps://www.jv.dk/kolding/Tyrkisk-vognmand-straffet-med-stor-boede-Chauffoer-koerte-naesten-fem-timer-laengere-end-han-maatte/artikel/2703024
1542,https://ekstrabladet.dk/nyheder/samfund/de-er-mindre-kriminelle-end-danskere/8632216
1543,https://ekstrabladet.dk/sport/fodbold/dansk_fodbold/superligaen/fc_midtjylland/steinlein-klapper-i-vi-har-udtalt-os-om-det/9905090
1544,https://ekstrabladet.dk/biler/saa-kreative-er-danskerne-disse-nummerplader-er-afvist-af-skat/6317547
1545,https://ekstrabladet.dk/underholdning/kongelige/danskekongelige/pas-paa-nu-rammer-fart-prinsens-soen-snart-vejene/6526358
1546,https://ekstrabladet.dk/nyheder/politik/danskpolitik/karen-melchior-faerdig-som-ep-kandidat/9235987
1547,https://ekstrabladet.dk/nyheder/politik/danskpolitik/skandale-paa-skandale-loekkes-brodne-kar/9542734
1548,https://ekstrabladet.dk/biler/rasende-bilister-amok-paa-aarhusianske-p-vagter/7423844
1549,https://ekstrabladet.dk/sex_og_samliv/lavede-yoghurt-af-egen-skedesaft-her-er-smagsproeven/5472965
1550,https://ekstrabladet.dk/underholdning/udlandkendte/42-aarig-svensk-babe-faar-stadig-folk-til-at-spaerre-oejnene-op/6726304
1551,https://ekstrabladet.dk/nyheder/krigogkatastrofer/triste-billeder-alt-er-bare-roedt/9899278
1552,https://ekstrabladet.dk/bolddk/steinlein-svarer-paa-stikpille-saadan-lidt-staale-agtigt/9908615
1553,https://ekstrabladet.dk/forbrug/Teknologi/en-nintendo-wii-i-dit-tv-nyt-selskab-arbejder-paa-det/9896999
1554,https://ekstrabladet.dk/underholdning/dkkendte/amalie-efter-brud-mikkel-har-aldrig-vaeret-en-del-af-mit-privatliv/5994270
1555,https://ekstrabladet.dk/nyheder/politik/danskpolitik/regeringen-vil-lempe-regler-for-familiesammenfoering/9550712
1556,https://ekstrabladet.dk/underholdning/dkkendte/se-billedet-kage-darling-i-spektakulaert-numseloeft/6822083
1557,https://ekstrabladet.dk/biler/enigt-eu-vil-bremse-bilen-ved-130-kmt./7570931
1558,https://ekstrabladet.dk/underholdning/filmogtv/tv-2-jubler-bliver-ved-med-at-stige/9907041
1559,https://ekstrabladet.dk/biler/elektrisk-mini-skoda-gaar-i-struben-paa-vw/7589809
1560,https://ekstrabladet.dk/nyheder/politik/danskpolitik/tordner-mod-regler-haenger-ikke-sammen/8649933
1561,https://ekstrabladet.dk/underholdning/saa-meget-betalte-du-for-kong-henriks-sviptur/6709875
1562,https://ekstrabladet.dk/biler/ny-elbil-udsolgt-paa-fem-dage-i-danmark-koebere-kender-ikke-design-og-pris/7634897
1563,https://ekstrabladet.dkhttp://www.bt.dk/content/item/1002288
1564,https://ekstrabladet.dk/nyheder/politik/danskpolitik/melchiors-syge-fup-skarp-intern-kritik/9147210
1565,https://ekstrabladet.dk/nationen/pris-paa-el-sindssygt/9057059
1566,https://ekstrabladet.dk/underholdning/filmogtv/tv/scorer-nyt-tv-job-og-det-er-ikke-blomsterbergs/6489467
1567,https://ekstrabladet.dk/biler/politiet-fik-travlt-med-boedeblokken-flere-tusinde-danskere-gik-i-faelden/7004127
1568,https://ekstrabladet.dk/underholdning/dkkendte/gravid-forsidefrue-overrasket-med-babyfest/6609865
1569,https://ekstrabladet.dk/biler/sladrehank-firma-vil-lave-en-app-der-overvaager-din-koersel/7116741
1570,https://ekstrabladet.dkhttp://www.bilbasen.dk/brugt/bil/tesla/model-x/p90d-ludicrous-7prs-5d/2989731
1571,https://ekstrabladet.dk/nyheder/samfund/de-gjorde-alt-rigtigt-men-det-foeltes-som-12-maaneders-straf/8593445
1572,https://ekstrabladet.dk/krimi/yahya-hassan-i-ny-ballade-politiet-maatte-tilkaldes/5784308
1573,https://ekstrabladet.dk/biler/9-ud-af-10-ville-aldrig-koebe-denne-type-bil/6844332
1574,https://ekstrabladet.dk/biler/bil_nyheder/kan-narre-kunder-bilfabrikker-sparer-paa-sikkerhedsudstyr/6353590
1575,https://ekstrabladet.dk/underholdning/dkkendte/droemmer-om-comeback-i-saerligt-program/9906996
1576,https://ekstrabladet.dk/nyheder/politik/danskpolitik/mette-f-for-mange-kraenkelses-sager-i-s/8485521
1577,https://ekstrabladet.dk/nationen/seere-til-drs-toerklaede-pige-vil-du-arbejde-eller-foere-korstog/6023408
1578,https://ekstrabladet.dk/biler/mange-autostole-klarer-sig-godt-i-test-men-pas-paa-disse-fem/7168052
1579,https://ekstrabladet.dk/biler/haard-konkurrence-tesla-svarer-igen-med-ny-hurtiglader/7547142
1580,https://ekstrabladet.dk/underholdning/dkkendte/bagedyst-ditte-har-taget-et-benhaardt-valg/6752570
1581,https://ekstrabladet.dk/forbrug/dinepenge/aflyst-flyferie-det-kan-du-kraeve/9873970
1582,https://ekstrabladet.dk/biler/volvos-lillesoester-er-klar-med-ny-model-der-skal-bygges-i-belgien/7094644
1583,https://ekstrabladet.dk/biler/bil_nyheder/bilsvindel-fortsaetter-narrede-67.000-kr.-fra-fynsk-familie/7221944
1584,https://ekstrabladet.dk/nyheder/samfund/praesidentens-skandaleombruste-soen/9882361
1585,https://ekstrabladet.dk/nyheder/bygger-ligbaal-til-de-doede-indien-runder-200.000-doede/8549350
1586,https://ekstrabladet.dk/nationen/afvist-med-sorte-penge-ville-veksle-10.000-kroner/9508583
1587,https://ekstrabladet.dk/nyheder/samfund/Fanget-i-helvede-p%C3%A5-jord-M%C3%B8d-b%C3%B8rnene-i-Europas-st%C3%B8rste-flygtningelejr/7935304
1588,https://ekstrabladet.dk/underholdning/dkkendte/far-i-en-hoej-alder-den-ultimative-udfordring/9893505
1589,https://ekstrabladet.dk/underholdning/kongelige/danskekongelige/ekspert-det-faar-joachim-ud-af-at-staa-frem-i-dokumentar/6975194
1590,https://ekstrabladet.dk/underholdning/kultur/copenhagen-pride-fra-bankerot-til-sponsor-stop/9898203
1591,https://ekstrabladet.dk/underholdning/filmogtv/tv/sidste-aars-bagedyst-vinder-det-er-som-om-at-alt-og-alle-er-imod-en/5799900
1592,https://ekstrabladet.dk/biler/gemt-i-syv-aar-splinterny-bil-fra-lukket-svensk-fabrik-sat-til-salg/7432111
1593,https://ekstrabladet.dk/nationen/modig-pige-spoerger-alle-sine-sex-partnere-vil-i-tage-mig-igen/5511462
1594,https://ekstrabladet.dk/nationen/derfor-kan-sigurd-ikke-faa-sine-penge-har-tjent-43000-paa-at-laegge-tagpap/7061342
1595,https://ekstrabladet.dk/underholdning/filmogtv/tv/kagekendissser-staar-i-koe-for-at-overtage-blomsterbergs-job/6487252
1596,https://ekstrabladet.dk/forbrug/Teknologi/svindler-loes-paa-facebook-nu-er-bagmand-fanget-paa-baand/6919601
1597,https://ekstrabladet.dk/nyheder/samfund/tv-se-gigantisk-pyton-sluge-hel-ged/5559603
1598,https://ekstrabladet.dk/underholdning/livsstil/de-koeber-ikke-jeres-loegne/9875543
1599,https://ekstrabladet.dk/biler/bilgigant-klar-med-modsvar-til-snedige-biltyve/7445970
1600,https://ekstrabladet.dk/underholdning/filmogtv/tv/vild-med-dans-rund-og-sensuel/5750954
1601,https://ekstrabladet.dk/nationen/sveriges-naeststoerste-parti-atomkraften-skal-tilbage/7582173
1602,https://ekstrabladet.dk/sport/fodbold/se-fcks-sparta-brag-her/9899476
1603,https://ekstrabladet.dk/nyheder/politik/danskpolitik/engell-pape-boejer-sig-i-intern-strid/9908361
1604,https://ekstrabladet.dk/biler/her-gaar-det-galt-varevogn-skubber-haandbygget-cabriolet-i-kanalen/7339827
1605,https://ekstrabladet.dk/biler/saa-mange-klip-i-kortet-har-danskerne-faaet-de-sidste-10-aar-det-giver-respekt/7011790
1606,https://ekstrabladet.dk/penge/stor-mystik-koeber-landets-dyreste-lejlighed/9866747
1607,https://ekstrabladet.dk/biler/fdm-anklaget-for-plagiat-af-dansk-bilfirma/6310412
1608,https://ekstrabladet.dk/nyheder/politik/valg22/sosu-hjaelper-smidt-ud-af-danmark-staar-paa-forkert-liste/9479258
1609,https://ekstrabladet.dk/nationen/min-lortefar-faar-kontanthjaelp-og-sender-12.000-til-sit-hjemland-hvert-aar/7645628
1610,https://ekstrabladet.dk/underholdning/kongelige/udenlandskekongelige/meghan-scorede-prinsen-nu-mister-hun-jobbet/6937250
1611,https://ekstrabladet.dkhttp://ekstrabladet.dk/biler/nu-kan-17-aarige-snart-tage-koerekort/6315525
1612,https://ekstrabladet.dk/nyheder/samfund/borgens-dybe-hemmeligheder/9202083
1613,https://ekstrabladet.dk/nyheder/politik/danskpolitik/pape-traek-dig-pernille/9788107
1614,https://ekstrabladet.dk/biler/har-opel-faaet-elektrochok-bygger-1300-ladestandere-i-provinsby/7447546
1615,https://ekstrabladet.dk/krimi/yahya-hassan-varetaegtsfaengslet/6006242
1616,https://ekstrabladet.dk/biler/vanvidsflugt-i-sverige-biltyv-smed-motorsav-efter-politiet/7076424
1617,https://ekstrabladet.dk/nationen/fysiklaerer-anmelder-tv-serien-chernobyl-12-for-drama-02-for-fakta/7685629
1618,https://ekstrabladet.dk/forbrug/Teknologi/udspekuleret-trick-haerger-facebook-saadan-sletter-svindlerne-deres-spor/6923073
1619,https://ekstrabladet.dk/biler/var-verdens-dyreste-nu-kan-vild-superbil-blive-tre-gange-saa-dyr/7251881
1620,https://ekstrabladet.dk/biler/mand-spurgte-om-hjaelp-til-at-tanke-bilen-op-svaret-fik-ham-til-at-gaa-amok/7002387
1621,https://ekstrabladet.dk/biler/pas-paa-her-i-landet-er-der-stoerst-risiko-for-alvorlige-ulykker/6967647
1622,https://ekstrabladet.dk/underholdning/dkkendte/kendiskvinder-i-topform-se-os-i-bikini/6115164
1623,https://ekstrabladet.dk/biler/tysk-mand-tog-utraditionelle-midler-i-brug-for-at-holde-indkoerslen-fri/7022715
1624,https://ekstrabladet.dk/biler/1500-hk-slaar-vild-verdensrekord-den-tager-vejret-fra-dig/6824186
1625,https://ekstrabladet.dk/forbrug/Teknologi/danskernes-farlige-vane-deler-passwords-med-hinanden/7213080
1626,https://ekstrabladet.dk/biler/vild-distance-bil-naar-op-paa-13-mio-kilometer/6211881
1627,https://ekstrabladet.dk/underholdning/filmogtv/klar-parat-seerrekord-vild-succes-for-den-store-bagedyst/7350984
1628,https://ekstrabladet.dk/biler/glemt-i-62-aar-nu-vil-jaguar-bygge-le-mans-racer-igen/7032593
1629,https://ekstrabladet.dk/biler/275-kmt-paa-toppen-italiensk-skolevogn-skal-paa-auktion/7411110
1630,https://ekstrabladet.dk/underholdning/eksklusive-billeder-saadan-foregik-rees-million-dyre-igle-kur/7980821
1631,https://ekstrabladet.dk/biler/kig-ned-vejdirektoratet-tager-nyt-middel-i-brug-mod-spoegelsesbilister/7369244
1632,https://ekstrabladet.dk/biler/totalt-uventet-konkurrent-blaeser-tesla-af-banen/6293316
1633,https://ekstrabladet.dk/biler/bilgigant-vil-give-hele-europa-nordisk-sikkerhedsudstyr/7599723
1634,https://ekstrabladet.dk/biler/faar-840-hk-russere-vil-genoplive-klassisk-mustang-med-stroem/7442295
1635,https://ekstrabladet.dk/nyheder/lederen/radikalt-maskefald/8829374
1636,https://ekstrabladet.dk/biler/bil_nyheder/eksperter-koeb-trygt-nyere-dieselbiler/7023358
1637,https://ekstrabladet.dk/side9/miley/9894172
1638,https://ekstrabladet.dk/nationen/banker-sagde-nej-til-ilonas-250.000-kr/7532054
1639,https://ekstrabladet.dk/underholdning/dkkendte/bagedyst-dommer-flygtede-fra-tyskland-taevet-af-far/6893689
1640,https://ekstrabladet.dk/underholdning/pernille-fra-bagedysten-pumpede-maend-og-store-bryster-suk/5792647
1641,https://ekstrabladet.dk/penge/carlsberg-har-solgt-sin-russiske-forretning/9830704
1642,https://ekstrabladet.dk/underholdning/filmogtv/nikita-klaestrup-langer-ud-efter-tv3-det-er-voldsom-ubehageligt/6615388
1643,https://ekstrabladet.dk/biler/midt-i-danskernes-koer-selv-ferie-tyskland-lukker-hovedfaerdselsaare/7214326
1644,https://ekstrabladet.dk/nyheder/politik/danskpolitik/hemmelige-dokumenter-her-er-anklagerne-mod-weiss/9803712
1645,https://ekstrabladet.dk/nyheder/politik/danskpolitik/radikal-top-fik-fjernet-vidneudsagn-fra-sexisme-rapport/8504966
1646,https://ekstrabladet.dk/om_ekstra_bladet/faq-og-support/8425869
1647,https://ekstrabladet.dk/underholdning/filmogtv/tv/sune-afsloerer-jeg-har-en-diagnose/6395790
1648,https://ekstrabladet.dk/biler/vidste-du-det-derfor-skal-du-altid-bakke-ind-i-p-baasen/6938601
1649,https://ekstrabladet.dk/biler/tyve-kendt-som-corsa-kannibalerne-stjaeler-fronten-paa-populaer-minibil/7254563
1650,https://ekstrabladet.dk/krimi/torben-undveg-yahyas-vanvidskoersel-han-kunne-have-slaaet-nogen-ihjel/5945781
1651,https://ekstrabladet.dk/biler/har-du-en-staaende-disse-biler-er-steget-voldsomt-i-vaerdi/6344766
1652,https://ekstrabladet.dk/underholdning/filmogtv/tv/jeg-havde-ikke-lagt-en-lagkage-sammen-foer-den-store-bagedyst/5757659
1653,https://ekstrabladet.dk/nyheder/politik/danskpolitik/engell-her-er-mettes-ordre-til-ministrene/9692746
1654,https://ekstrabladet.dk/underholdning/udlandkendte/verdensstjerne-hastet-til-hospitalet/9717682
1655,https://ekstrabladet.dk/biler/autopilot-redder-fodgaenger/6206573
1656,https://ekstrabladet.dk/nyheder/krigogkatastrofer/putins-nye-problem-mangler-patroner/9586218
1657,https://ekstrabladet.dk/sport/fodbold/dansk_fodbold/fck-forventer-at-stille-med-kvindehold-fra-naeste-saeson/9907197
1658,https://ekstrabladet.dk/biler/svenskerne-stoeder-til-saa-mange-elbiler-vil-volvo-saelge/7133642
1659,https://ekstrabladet.dk/underholdning/normalt-forbudt-se-tivolis-hemmelige-steder/6018488
1660,https://ekstrabladet.dk/biler/verdens-bedst-saelgende-firmabil-kommer-til-danmark/7405988
1661,https://ekstrabladet.dk/biler/cabrioleter-ved-en-fejl-luksusbiler-faar-flaaet-toppen-af-under-bro/7369257
1662,https://ekstrabladet.dk/biler/nye-miljoekrav-presser-bilgigant-til-at-stoppe-produktionen/7193056
1663,https://ekstrabladet.dk/nyheder/politik/ny-maaling-trump-er-den-mest-upopulaere-praesident-i-aartier/6745842
1664,https://ekstrabladet.dk/nationen/hvide-striber-kan-vaere-fortid/9907908
1665,https://ekstrabladet.dk/biler/nu-sker-det-tysk-millionby-indfoerer-dieselforbud-i-naeste-uge/7169952
1666,https://ekstrabladet.dk/biler/dieselgate-fortsaetter-den-foerste-delstat-sagsoeger-vw/7443719
1667,https://ekstrabladet.dk/biler/vw-opruster-mod-tesla-indgaar-aftaler-for-150-milliarder/7078894
1668,https://ekstrabladet.dk/penge/hoejere-priser-faar-forbrugere-til-at-fravaelge-oekokoed-fra-danish-crown/9780909
1669,https://ekstrabladet.dk/ferie/udland/middelhavs-stemning-i-hamborg/6781473
1670,https://ekstrabladet.dk/underholdning/dkkendte/janni-fik-blackout-i-tivoli-karsten-bar-hende-vaek-i-en-sort-saek/6608759
1671,https://ekstrabladet.dk/biler/spyr-ild-og-hyler-vild-batmobil-skal-paa-auktion/7492981
1672,https://ekstrabladet.dk/nyheder/politik/danskpolitik/k-profil-efter-anklager-kan-ikke-genkende-det/9788361
1673,https://ekstrabladet.dk/underholdning/dkkendte/blomsterberg-i-minus-jeg-vil-ikke-tale-om-det/7237568
1674,https://ekstrabladet.dk/biler/endnu-en-bilgigant-dropper-diesel/7415819
1675,https://ekstrabladet.dk/nationen/vaerdiloese-sedler-nationalbanken-melder-ud/9509456
1676,https://ekstrabladet.dk/sport/fodbold/dansk_fodbold/superligaen/fc_koebenhavn/kom-med-i-kulissen-saa-vildt-er-parkens-indre/9233208
1677,https://ekstrabladet.dk/nyheder/politik/danskpolitik/ny-metoo-sag-i-socialdemokratiet-folketingsmedlem-fik-nok/8498053
1678,https://ekstrabladet.dk/sex_og_samliv/feminist-laver-yoghurt-paa-egen-skedesaft/5446275
1679,https://ekstrabladet.dk/forbrug/sundhed/hver-tredje-over-50-er-ramt-det-skal-du-holde-oeje-med/9859496
1680,https://ekstrabladet.dk/underholdning/vi-er-ligeglade-med-vores-maends-alder/5750898
1681,https://ekstrabladet.dk/biler/81-glemte-klassikere-gravet-frem-skal-paa-auktion-denne-weekend/7479345
1682,https://ekstrabladet.dk/nationen/tys-tys-kaempe-skattejagt-i-nordsoeen/9187695
1683,https://ekstrabladet.dk/nyheder/politik/danskpolitik/engell-mette-f.-er-et-politisk-talent/9755674
1684,https://ekstrabladet.dk/penge/klar-til-krig-nyt-supermarked-saenker-priserne/9908003
1685,https://ekstrabladet.dk/nyheder/samfund/michelin-kok-udvist-af-danmark-han-er-for-dygtig/8923256
1686,https://ekstrabladet.dk/biler/gav-fingeren-til-fartkontrol-med-235-kmt-for-to-aar-siden-nu-klapper-faelden/7069376
1687,https://ekstrabladet.dk/krimi/mor-i-lykkerus-jeg-troede-filippa-var-doed/9722269
1688,https://ekstrabladet.dk/biler/nu-kan-du-snart-leje-en-bil-uden-rat-og-pedaler/6244410
1689,https://ekstrabladet.dk/biler/dronningens-hurtige-limousine-skal-paa-auktion/7591615
1690,https://ekstrabladet.dk/underholdning/kongelige/udenlandskekongelige/prins-harry-afsloerer-moedte-meghan-paa-en-blind-date/6934659
1691,https://ekstrabladet.dk/underholdning/dkkendte/maegler-mystik-tv-taesk-og-tragedie/9301117
1692,https://ekstrabladet.dk/biler/bilimportoerer-vil-ikke-give-kunder-prisfald-for-sikre-biler-det-er-indregnet/6946178
1693,https://ekstrabladet.dk/underholdning/velkommen-til-amalies-verden-kaeresten-forfulgt-af-konkurser/5910674
1694,https://ekstrabladet.dk/sport/cykling/kaempetalent-stoppede-hos-bjarne-riis-ville-hellere-laese-og-feste/9629223
1695,https://ekstrabladet.dk/biler/indien-klar-med-loesning-paa-forurening-biler-over-15-aar-skal-sendes-direkte-til-skrot/7033874
1696,https://ekstrabladet.dk/sport/fodbold/dansk_fodbold/superligaen/fc_midtjylland/steinlein-svarer-paa-stikpille-saadan-lidt-staale-agtigt/9908615
1697,https://ekstrabladet.dk/biler/endelig-her-er-teslas-forsinkede-store-afsloering/6358492
1698,https://ekstrabladet.dk/underholdning/filmogtv/nye-bagedyst-dommere-frygter-en-bestemt-ting/6581587
1699,https://ekstrabladet.dk/underholdning/kongelige/udenlandskekongelige/hele-kongefamilien-til-bryllup-men-hvor-var-meghan-markle/6674641
1700,https://ekstrabladet.dk/biler/kaempe-overlaes-afsloeret-ved-graensen-maa-efterlade-215-kasser-oel/7463369
1701,https://ekstrabladet.dk/nyheder/politik/danskpolitik/engell-loekke-bestemmer-i-svm-regeringen/9801856
1702,https://ekstrabladet.dk/nyheder/samfund/atomvaaben-og-missiler-saa-staerk-er-nordkoreas-haer/8882254
1703,https://ekstrabladet.dk/underholdning/dkkendte/bagedyst-vinder-skuffet-over-aarets-niveau/6318236
1704,https://ekstrabladet.dk/biler/bmw-har-solgt-100000-elektriske-biler-i-aar-vi-holder-hvad-vi-lover/6975467
1705,https://ekstrabladet.dk/nyheder/samfund/ekstra-bladet-moedte-kampklaedt-digter-yahya-truer-sine-fjender/5946685
1706,https://ekstrabladet.dk/underholdning/dkkendte/bagedyst-tobias-goer-grin-med-yahya-hassan/6027717
1707,https://ekstrabladet.dk/biler/mange-familiebiler-er-i-virkeligheden-for-smaa/6939898
1708,https://ekstrabladet.dk/biler/i-2025-koeber-du-din-nye-bil-helt-online/7025548
1709,https://ekstrabladet.dk/underholdning/kongelige/udenlandskekongelige/troppede-op-i-kjole-til-en-halv-million-briterne-raser-over-meghan-markle/6970751
1710,https://ekstrabladet.dk/underholdning/filmogtv/spar-penge-paa-din-musikstreaming/9445081
1711,https://ekstrabladet.dk/biler/kender-du-en-spritbilist-saa-mange-mistaenker-vi-for-at-koere-med-promille/6933497
1712,https://ekstrabladet.dk/nyheder/samfund/ofre-for-fagbossen-hendes-haand-klapper-mig-tre-gange-paa-roeven/9737243
1713,https://ekstrabladet.dk/biler/skulle-faa-flere-til-at-vaelge-toget-nu-er-skilte-paa-kaempe-station-sparet-vaek/7476813
1714,https://ekstrabladet.dk/krimi/sigtet-for-kidnapning-og-voldtaegt-genert-over-for-piger/9725048
1715,https://ekstrabladet.dk/biler/hjortesaeson-hver-femte-har-vaeret-i-naerkontakt/7609865
1716,https://ekstrabladet.dk/krimi/26-aarig-mand-sigtet-for-tre-drab/7555964
1717,https://ekstrabladet.dk/underholdning/dkkendte/janni-ree-saetter-punktum-jeg-vil-videre-med-mit-liv/6579308
1718,https://ekstrabladet.dk/biler/findes-selvkoerende-biler-7-ud-af-10-kender-ikke-svaret/7358694
1719,https://ekstrabladet.dk/nyheder/politik/danskpolitik/slaar-fast-vi-vil-aendre-reglerne/9458657
1720,https://ekstrabladet.dk/biler/ingen-stroem-nu-kan-elbiler-faa-saerlig-vejhjaelp/7549680
1721,https://ekstrabladet.dk/biler/slut-med-at-skulle-i-retten-nu-bliver-det-lettere-at-klage-over-p-afgiften/7504347
1722,https://ekstrabladet.dk/biler/presset-porsche-saa-mange-har-lagt-billet-ind-paa-ny-elbil/7550589
1723,https://ekstrabladet.dk/sex_og_samliv/tv-er-lingeri-modeller-for-tynde/5320517
0,https://ekstrabladet.dk/sport/fodbold/udenlandsk_fodbold/championsleague/fck-kan-faa-forbud-det-er-helt-utilstedeligt/9906227
14,https://ekstrabladet.dk/krimi/efterlyser-39-aarig-mistaenkt-for-trusler/9904192
15,https://ekstrabladet.dk/underholdning/dkkendte/bekraefter-vi-dater/9904686
17,https://ekstrabladet.dk/krimi/hus-staar-i-flammer-hold-jer-vaek/9906320
19,https://ekstrabladet.dk/nyheder/samfund/forsvaret-undersoegte-russiske-fly/9902693
22,https://ekstrabladet.dk/krimi/bowlinghal-tiltalt-for-uagtsomt-manddrab/9904830
28,https://ekstrabladet.dk/nyheder/mineryddere-goer-voldsomt-fund-under-skole/9902408
30,https://ekstrabladet.dk/nyheder/krigogkatastrofer/1200-personer-er-anholdt-i-brasilien-efter-stormloeb/9581563
31,https://ekstrabladet.dk/nyheder/krigogkatastrofer/mindst-ti-draebt-i-bombeangreb-mod-kirke/9590995
35,https://ekstrabladet.dk/nyheder/krigogkatastrofer/putins-doedsdroner-nu-tager-han-sagen-i-egen-haand/9906255
36,https://ekstrabladet.dk/nyheder/samfund/vejret/voldsomt-vejr-har-affoedt-over-1000-skadesanmeldelser/9894584
37,https://ekstrabladet.dk/nyheder/krigogkatastrofer/beboere-paa-hawaii-kritiserer-manglende-varsel-under-skovbrand/9901374
39,https://ekstrabladet.dk/nyheder/samfund/universitets-bosser-sendt-hjem-luksusrejser-granskes/9858327
40,https://ekstrabladet.dk/nyheder/samfund/efter-boede-og-sur-smiley-det-er-pisseirriterende/9904380
45,https://ekstrabladet.dkhttps://nordjyske.dk/nyheder/nordjylland/to-chefer-brugte-93-000-kroner-paa-faa-dage-aalborg-universitet-betalte/4463651
46,https://ekstrabladet.dk/nyheder/videnskab/mand-smittet-med-ukendt-bakterie-efter-bid/9898893
51,https://ekstrabladet.dk/underholdning/kongelige/danskekongelige/skal-leve-af-mors-og-fars-millioner/9902744
52,https://ekstrabladet.dk/nationen/toerklaedepige-bortvist-messerchmidt-jubler/9906186
53,https://ekstrabladet.dk/underholdning/dkkendte/nu-taler-hun-det-er-ikke-noget-der-kommer-bag-paa-mig/9905268
56,https://ekstrabladet.dk/nyheder/samfund/vejret/rekordregnvejr-rammer-beijing-efter-ekstreme-hedeboelger/9884585
59,https://ekstrabladet.dk/nyheder/politik/danskpolitik/eksminister-forlader-direktoerjob-for-at-uddanne-sig-til-sygeplejerske/9906905
60,https://ekstrabladet.dk/nationen/skovler-penge-ind-ingen-krise/9906025
62,https://ekstrabladet.dk/nyheder/samfund/vejret/voldsomt-vejr-rammer-danmark-masser-af-regn-og-blaest/9891764
63,https://ekstrabladet.dk/nyheder/samfund/kog-foer-brug-bakterier-i-drikkevandet/9904279
65,https://ekstrabladet.dk/nyheder/krigogkatastrofer/orkanvarsel-faar-danske-spejdere-til-at-forlade-lejr-i-sydkorea/9891811
74,https://ekstrabladet.dk/nyheder/terror/spionchef-afsloerer-uhyggelige-attentatplaner/9516723
77,https://ekstrabladet.dk/nyheder/samfund/vejret/alle-afgange-med-hurtigfaergen-fra-sverige-til-bornholm-aflyst/9891890
78,https://ekstrabladet.dk/sport/fodbold/dansk_fodbold/superligaen/fc_koebenhavn/kan-det-virkelig-passe-fck/9905790
84,https://ekstrabladet.dk/nyheder/politik/danskpolitik/hvad-sker-der-kaare/9851181
88,https://ekstrabladet.dk/nyheder/guvernoer-stort-luftangreb-mod-ukraine/9904073
93,https://ekstrabladet.dk/sport/caroline-wozniacki-taber-igen-i-wta-turnering/9905254
94,https://ekstrabladet.dk/nationen/raser-mod-ny-ikea-hvad-med-os/9903387
98,https://ekstrabladet.dk/underholdning/dkkendte/frygter-alvorlig-sygdom/9861934
102,https://ekstrabladet.dk/krimi/mand-paakoert-og-stukket-ned-jagter-to-gerningsmaend/9903707
103,https://ekstrabladet.dk/sport/fodbold/dansk_fodbold/superligaen/fck-et-skridt-taettere-paa-cl-droemmen-efter-vildt-drama/9905044
104,https://ekstrabladet.dk/underholdning/udlandkendte/faldt-om-paa-scenen-nu-vaelter-kritikken-ind/9905996
106,https://ekstrabladet.dk/underholdning/dkkendte/efter-skilsmisse-finder-sammen-med-eksen/9847194
109,https://ekstrabladet.dk/krimi/spurgte-betjent-inden-knivoverfald-er-det-ham-fra-fjernsynet/9905968
110,https://ekstrabladet.dk/forbrug/Teknologi/kradser-krisen-skift-mobilabonnement-og-spar-penge/9448489
111,https://ekstrabladet.dk/nyheder/samfund/mathias-og-familien-er-fanget-i-bolighelvede-svigtet-af-tilstandsrapport/9902524
112,https://ekstrabladet.dk/underholdning/udlandkendte/rapperen-magoo-er-doed/9904363
116,https://ekstrabladet.dk/penge/trodser-ukrainsk-breezer-boykot/9905809
117,https://ekstrabladet.dk/nyheder/lederen/mette-har-en-anden-version/9903287
120,https://ekstrabladet.dkhttps://nordjyske.dk/nyheder/nordjylland/omstridte-chefer-paa-aalborg-universitet-faerdige/4515034
127,https://ekstrabladet.dk/krimi/motorvejsdrama-bil-skubbet-300-meter/9906085
128,https://ekstrabladet.dk/sport/fodbold/dansk_fodbold/superligaen/viborg/aerlig-viborg-boss-lettere-irriterende/9903516
130,https://ekstrabladet.dk/underholdning/dkkendte/tv-kendis-gaar-konkurs/9758025
132,https://ekstrabladet.dk/nyheder/samfund/staar-aabningsfest-med-huller-i-taget/9905094
134,https://ekstrabladet.dk/nyheder/lederen/alle-mettes-penge/9904855
135,https://ekstrabladet.dk/nyheder/politik/danskpolitik/ecuadoriansk-politiker-meldes-draebt-nummer-to-paa-en-uge/9903816
