,link,title,author,time,category,body,num_of_words
118,https://ekstrabladet.dk/krimi/pet-bekraefter-bekendt-med-uhyggelig-trussel/9903080,PET bekræfter: Bekendt med uhyggelig trussel,Nicklas Krarup,2023-08-14 14:37,krimi,"Der bliver opfordret til drab på danske og svenske diplomater.Det bekræfter Politiets Efterretningstjeneste, PET, over for Ekstra Bladet.Desuden bliver der i samme omgang opfordret til angreb på danske og svenske ambassader rundt om i verden.Truslen skal være sendt ud på Rocket.Chat, som hører til det sociale medie Telegram, og afsenderen er angiveligt det militante islamistiske netværk Al-Qaida. PET bekræfter dog ikke afsenderen, men skriver følgende i en mail til Ekstra Bladet:'Der er ingen tvivl om, at den seneste tid koranafbrændinger i Danmark har medført en betydelig negativ opmærksomhed fra blandt andre militante islamister.'Reagerer på afbrændingerDen voldsomme respons kommer som sagt efter den seneste tids konranafbrændinger, der har fundet sted i både Danmark og Sverige foran flere mellemøstlige landes ambassader.Annonce:Det har en 'betydning for udviklingen i trusselsbilledet i Danmark og for danske interesser i udlandet,' oplyser PET og fortsætter:'PET følger den nuværende situation tæt og vurderer løbende betydningen for det samlede trusselsbillede samt iværksætter de nødvendige sikkerhedsforanstaltninger. Det sker i tæt samarbejde med relevante myndigheder i Danmark og i udlandet.'Forhøjet risiko for terrorangrebAt koranafbrændingerne herhjemme og i vores naboland har skabt negativ opmærksomhed, har fået briterne til at ændre deres rejsevejledning til Sverige grundet 'forhøjet risiko for terrorangreb'.'Det er meget sandsynligt, at terrorister forsøger at udføre angreb i Sverige. Angrebene kan ske vilkårligt, herunder også på pladser, som besøges af udlændinge,' skriver det britiske udenrigsministerium på sin hjemmeside.I Sverige forsøger man omvendt at passe på svenskere i udlandet.- I lyset af udviklingen bør svenskere og virksomheder i udlandet, som forbindes med Sverige, udvise øget agtsomhed og forsigtighed, har Henrik Landerholm, Sveriges nationale sikkerhedsrådgiver, udtalt.Både i Sverige og Danmark har man skærpet kontrollen ved grænserne som følge af koranafbrændingerne.",277
119,https://ekstrabladet.dk/nyheder/krigogkatastrofer/putin-kalder-sabotage-af-nord-stream-international-terror/9448943,Putin kalder sabotage af Nord Stream international terror,/ritzau/,2022-09-29 19:42,Udland,"Lækagerne på gasrørledningerne Nord Stream 1 og 2 er 'international terrorisme'.Det har Ruslands præsident, Vladimir Putin, torsdag sagt til Tyrkiets præsident, Recep Tayyip Erdogan, i en telefonsamtale. Det fremgår af en udtalelse fra den russiske regering, skriver nyhedsbureauet Reuters.Han gav sin 'vurdering af sabotagen uden fortilfælde', som 'faktisk er en international terrorhandling mod gasrørledningerne'.Tidligere torsdag sagde også Putins talsmand, Dmitrij Peskov, at lækagerne tyder på en 'terrorhandling'.Efter at lækagerne blev opdaget mandag og tirsdag, har de danske og svenske myndigheder meddelt, at der ikke er tale om uheld. Det er bevidste handlinger, lyder det. Hverken Danmark eller Sveriges regering har dog ville spekulere i, hvem der står bag.Onsdag afviste Peskov anklager om, at det er Rusland, der har ødelagt ledningerne.Annonce:- Før der kommer beskyldninger, bør vi vente på undersøgelsen af disse brud. Om der var en eksplosion eller ej, sagde talsmanden.Han peger i stedet pilen mod USA. Styret i Moskva mener at have set en kraftig stigning i den fortjeneste, som amerikanske virksomheder har fået ved at sælge gas til Europa.Rusland ønsker, at episoderne bliver undersøgt, lyder det.De to gasledninger er blevet bygget, så det russiske gasselskab Gazprom kan fragte gas til Tyskland. Nord Stream 1 drives af selskabet Nord Stream AG, hvor Gazprom ejer 51 procent. Den russiske stat er majoritetsaktionær i Gazprom, som er børsnoteret i Moskva.Gazprom har også aktiemajoritet i selskabet, der driver Nord Stream 2. Her hedder selskabet Nord Stream 2 AG.Begge gasledninger er dog ude af drift. Gazprom har lukket for Nord Stream 1 indtil videre, mens Nord Stream 2 aldrig nåede at komme i drift.FN's Sikkerhedsråd skal mødes fredag for at drøfte lækagerne. Det er Rusland, der har indkaldt til mødet.",277
120,https://ekstrabladet.dk/nyheder/samfund/vejret/oslos-borgmester-opfordrer-til-hjemmearbejde-under-uvejr/9893024,Oslos borgmester opfordrer til hjemmearbejde under uvejr,/ritzau/,2023-08-08 00:05,Vejret,"Uvejret raser i Norge, og det er nu blevet så slemt, at folk, som arbejder i landets hovedstad, Oslo, opfordres til - hvis muligt - ikke at komme på arbejde tirsdag.Det skriver byens borgmester, Raymond Johansen, ifølge det norske nyhedsbureau NTB i et opslag på Facebook mandag aften.- Uklar og krævende situation på grund af de store mængder nedbør. Ved ikke, hvad morgendagen bringer, skriver Raymond Johansen på Facebook. - Vi anbefaler, at de, der kan, og som har deres arbejdsplads i Oslo, skal arbejde hjemmefra i morgen for at undgå belastning af vej og offentlig transport. Norges meteorologiske institut skrev klokken 18.30 på det sociale medie X, før kendt som Twitter, at der var registreret 60 millimeter regn i løbet af de forgangne 24 timer.De vådeste steder var i Viken og Innlandet, som begge ligger i den sydlige del af landet.De norske meteorologer skriver, at nedbøren vil tage til især i den sydlige del af Norge frem til tirsdag aften.- Nedbøren vil komme både som regn og byger. Mest nedbør ventes fra mandag eftermiddag til tirsdag aften med 80-100 millimeter regn i løbet af 24 timer. Lokalt kan der komme endnu mere.- De højeste nedbørsmængder per time ventes at være mellem 20 og 35. Hændelsen ventes mange steder at være blandt de kraftigste i 25 år, lyder det fra Norges vejrtjeneste.Danmark ventes også at blive præget af uvejr mandag.Her har uvejret ikke fået et navn, men hvis det sker, bliver det formentlig også Hans, oplyser DMI.Mandag formiddag har flere politikredse i Danmark meldt om væltede træer som følge af vejret.Værst står det til i Nordsjælland, hvor der mandag formiddag er anmeldt op mod 25 væltede træer.",277
121,https://ekstrabladet.dk/nyheder/samfund/vejret/utaette-tage-og-flyvende-trampoliner-uvejr-giver-flere-skader/9893558,Utætte tage og flyvende trampoliner: Uvejr giver flere skader,/ritzau/,2023-08-08 10:45,Vejret,"Uvejret, der har ramt Danmark, har resulteret i en stigning i skadesanmeldelser det seneste døgn.Sådan lyder meldingen fra flere forsikringsselskaber, som oplyser, at de fleste anmeldelser drejer sig om vand- eller stormskader. De forventer, at skadesanmeldelserne vil fortsætte i løbet af tirsdag.- Størstedelen af dem, der anmelder en vandskade, har fået vand ind gennem taget. Oftest på grund af en utæthed, hvor det derfor regner ind i huset, siger Helene Ibsen, der er boligchef i Topdanmark.En typisk stormskade kan ofte være en trampolin, der er blæst rundt i haven og har ødelagt eksempelvis vinduer, tilføjer hun.Syv ud af ti af de anmeldte skader kommer fra Region Hovedstaden, oplyser hun. - Årsagen til overtallet af skader netop her kan begrundes med, at hovedstaden er et tætbefolket område, og uvejret derfor påvirker flere her end i eksempelvis landdistrikter, siger Helene Ibsen.Annonce:Hun tilføjer, at uvejret tirsdag tager til i Nordjylland, og at Topdanmark derfor forventer en stigning i antallet af anmeldelser fra området. Samtidig har Tryg modtaget 125 anmeldelser forbundet med skybrud og 110 anmeldelser om stormskader tirsdag morgen.Ifølge Frederik Sjørslev Søgaard, der er direktør for skade i Tryg, har de primært modtaget anmeldelser vedrørende grene og træer, der har ramt huse, knuste ruder, nedfaldne tagsten og oversvømmede kældre.- Fordi det har været en ekstremt våd juni, kan vandet ikke trænge ned i jorden og løber derfor ind i husene og oversvømmer kældre, forklarer han.Topdanmark har tirsdag formiddag modtaget over 250 skadesanmeldelser, hvoraf tre ud af fire anmeldelser drejer sig om vandskader. De resterende er stormskader.Samtidig har Alm. Brand tirsdag morgen modtaget 200 skadesanmeldelser.Gjensidige har modtaget knapt 100 skadesanmeldelser tirsdag morgen, som primært har omhandlet skybrudsskader fra Bornholm og Nordsjælland.",277
122,https://ekstrabladet.dk/nyheder/politik/danskpolitik/ecuadoriansk-politiker-meldes-draebt-nummer-to-paa-en-uge/9903816,Ecuadoriansk politiker meldes dræbt - nummer to på en uge,/ritzau/AFP,2023-08-15 03:13,politik,"En lokalpolitiker i Ecuador er mandag blevet dræbt.Det oplyser hans parti, Borgerrevolutionsbevægelsen.Drabet er sket, mindre end en uge efter at præsidentkandidaten Fernando Villavicencio blev dræbt ved et kampagnearrangement.Pedro Briones, der var en af partiets ledere i provinsen Esmeraldas, blev dræbt mandag, siger Luisa Gonzalez, der er præsidentkandidat for partiet.Her kan du ham tale sidste gang inden attentatet    Ecuadoriansk præsidentkandidat Fernando Villavicencio dræbt ved kampagnearrangementEcuadors tidligere præsident Rafael Correa er fra samme parti.Der er præsidentvalg i Ecuador på søndag.- Min solidaritet er hos kammerat Pedro Briones' familie, et nyt offer for volden, skriver Luisa Gonzalez på X, tidligere kendt som Twitter.- Ecuador går igennem landets blodigste periode.Hun kalder regeringen uduelig og siger, at landet er blevet overtaget af kriminelle bander.Annonce:Hverken regeringen eller politiet har umiddelbart bekræftet drabet. Men lokale medier citerer en lokal politikilde for at sige, at offeret blev skudt i sit hjem i byen San Mateo af to mænd, der flygtede på motorcykel.I sidste uge blev den 59-årige præsidentkandidat Fernando Villavicencio dræbt i den ecuadorianske hovedstad, Quito.Præsidentkandidaten er journalist og var på et korstog mod korruption og lå nummer to i målingerne, da han blev dræbt.En af hans store sager som journalist var at have sendt Rafael Correa, der var præsident fra 2007 til 2017, på anklagebanken i en sag, der kom for en dag på grund af Villavicencios undersøgende journalistik.Correa, der nu bor i Belgien, blev dømt in absentia til otte års fængsel i sagen.Det meste af Ecuador har været i undtagelsestilstand siden drabet. Landets præsident, Guillermo Lasso, har sagt, at det er organiseret kriminalitet, der står bag drabet.Seks colombianere er blevet anholdt i sagen, og en mistænkt blev dræbt af Villavicencios sikkerhedsvagter umiddelbart efter angrebet.",278
123,https://ekstrabladet.dk/underholdning/udlandkendte/clarence-avant-er-doed/9903120,Clarence Avant er død,Emma Busk,2023-08-14 13:57,Underholdning,"Clarence Avant, som blev kendt under tilnavnet 'The Black Godfather', er gået bort i en alder af 92 år.Det oplyser familien til Avant i en pressemeddelelse ifølge Variety.'Det er med tungt hjerte, at familien Avant/Sarandos kan meddele, at Clarence Alexander Avant er død', skriver familien, som tæller sønnen Alexander, datteren Nicole og svigersønnen Ted Sarandos.De fortsætter:'Gennem hans revolutionære lederskab, blev Clarence kendt som 'The Black Godfather' inden for musik, underholdning, politik og sport. Clarence efterlader sig en kærlig familie og et hav af venner og bekendtskaber, som har forandret verden, og som vil fortsætte med at forandre verden i kommende generationer. Glæden over den arv, han efterlader sig, dulmer sorgen over vores tab'.Ifølge pressemeddelelsen gik Clarence Avant stille bort i sit hjem i Los Angeles søndag.Annonce:Hustru myrdetClarence Avant var gennem sin karriere både pladeselskabsejer, manager, musik- og filmproducent. Han har arbejdet sammen med blandt andre Whitney Houston, Pharrell Williams og Snoop Dogg.Derudover har han gennem årene ydet rådgivning for præsidenterne Jimmy Carter, Bill Clinton, George Bush og Barack Obama.Hans datter, Nicole, er tidligere ambassadør for staten Bahamas. Hun er gift med Ted Sarandos, som er direktør for streaminggiganten Netflix.      Gennem 54 år var Clarence Avant og Jacqueline Avant gift. Hun blev dræbt i december 2021. Foto: Mark Von Holden/Ritzau ScanpixTabet af Clarence Avant er ikke den eneste sorg, familien har gennemgået for nylig.For mindre end to år siden døde hans kone gennem 54 år, Jacqueline Avant, efter at være blevet skudt under et røveri og overfald i deres fælles hjem i Beverly Hills, skriver The Hollywood Reporter. Gerningsmanden erkendte sig i den efterfølgende retssag skyldig i drabet og blev idømt en fængselsstraf på mellem 190 år og livstid.",278
124,https://ekstrabladet.dk/nyheder/politik/danskpolitik/iskold-melchior-ligeglad-med-partiets-opfordring/9267997,Iskold Melchior: Ligeglad med partiets opfordring,James Kristoffer,2022-05-24 18:36,politik,"Europaparlamentsmedlem for Radikale Venstre Karen Melchior bliver ved at spøge i partiet.For selvom hun lørdag blev opfordret af partiet til at nedlægge sit mandat på grund af de mange sager, hvor medarbejdere har flygtet fra hendes kontor som følge af hendes ledelsesstil, så er der ikke noget, der umiddelbart tyder på, at hun har tænkt sig at følge den opfordring.Mikkel Irminger Sarbo, der er landsformand i Radikale Venstre, fortæller nemlig til Ekstra Bladet, at der intet nyt er at berette om Karen Melchiors mandat.Kan ikke genopstilleI takt med at partiet opfordrede Karen Melchior til at trække sig, så vedtog hovedbestyrelsen også nogle regler omkring EU-parlamentarikeren.Skulle Karen Melchior vælge ikke at nedlægge mandatet, så kan hun udelukkende udtale sig på radikales vegne, når hun har mandat fra hele EU-gruppen. Annonce:Derudover kan hun ikke indstilles som kandidat til næste Europaparlamentsvalg. Dermed er Karen Melchior fortid som medlem af Europaparlamentet for Radikale Venstre. Partiet ser dog hellere, at det sker i dag end efter næste EP-valg, der først falder om to år. Stort temperamentÅrsagen er de afsløringer af de massive arbejdsmiljø-problemer hos Karen Melchior. For selvom Karen Melchior havde væbnet sig med en 'emotional support shark' - en slags arbejdsmiljø-bamse - så blev hun af sine ansatte beskrevet som 'ubehagelig', 'kolerisk' og 'perfid' i sin ledelse.Historierne om arbejdsmiljøet på den radikales profils kontor ledte da også en til en sygemelding fra EU-politikeren, der dog fortsatte sit parlamentariske arbejde fra sygesengen.Ekstra Bladet kunne også fortælle, at endnu en medarbejder smuttede i samme øjeblik, som Karen Melchior vendte tilbage til sit kontor. Også den seneste opsigelse skyldes - ifølge Ekstra Bladets oplysninger - Karen Melchiors ledelsesstil.Ekstra Bladet arbejder på en kommentar fra Karen Melchior.",279
125,https://ekstrabladet.dk/nyheder/vejrkaos-rammer-usa-to-personer-doede/9893169,Vejrkaos rammer USA: To personer døde,/ritzau/AFP,2023-08-08 06:08,samfund,"To personer mistede livet, og tusindvis af flyafgange blev aflyst eller forsinket, da et uvejr mandag ramte den østlige del af USA.Uvejret bød både på tordenvejr, kraftig blæst, regn og hagl, der målte op til 11 centimeter i diameter.I den sydlige delstat Alabama mistede en 28-årig mand livet, da han blev ramt af et lyn på en parkeringsplads i et industrikvarter ifølge en lokal tv-station under mediehuset ABC.Og i South Carolina døde en 15-årig dreng, da han blev ramt af et træ, der væltede, oplyser en lokalstation hos det amerikanske tv-netværk CBS.Flere millioner amerikanere var omfattet af vejrvarsler, der blandt andet advarede om risiko for tornadoer.Sent mandag aften lokal tid var flere end 700.000 personer uden strøm langs USA's østkyst. Det fremgår af hjemmesiden Poweroutage.us, som overvåger det amerikanske elnet og registrerer strømafbrydelser.Annonce:Desuden blev cirka 1700 flyafgange fra USA aflyst på grund af vejret, og mere end 8000 fly til og fra det østlige USA blev forsinket.På forhånd havde USA's Nationale Vejrtjeneste (NWS) advaret om, at der var 'moderat risiko' for farligt stormvejr med vindstød med en styrke på op til 130 kilometer i timen.Når vindstyrken når over 117 kilometer i timen, er der tale om orkan eller vindstød af orkanstyrke.NWS forventer, at det voldsomme vejr vil fortsætte tirsdag og de kommende dage. Der er i den forbindelse risiko for oversvømmelser i det østlige og centrale USA.Samtidig er flere delstater i den sydlige del af landet præget af en helt anden type vejr. Her er det varmen, der trækker overskrifter.Det gælder blandt andet i Florida, Texas og Louisiana, hvor der tirsdag er udsigt til op til 42 grader. Dermed fortsætter den usædvanligt langvarige hedebølge, som har ligget over sydstaterne denne sommer.",281
126,https://ekstrabladet.dk/nyheder/politik/danskpolitik/eu-kommissionen-undersoeger-dansk-graensekontrols-lovlighed/9905262,EU-Kommissionen undersøger dansk grænsekontrols lovlighed,/ritzau/,2023-08-15 19:57,politik,"EU-Kommissionen har indledt en officiel undersøgelse af, om den midlertidige grænsekontrol, som Danmark har haft siden 2016, er ulovlig.Det oplyser Kommissionen i et svar til Dagbladet Information.- Kommissionens position er klar. Genindførelse af grænsekontrol skal være exceptionel, strengt begrænset i tid og en sidste udvej, skriver Anitta Hipper, Kommissionens talsperson for indre anliggender, til avisen.Processen indebærer, at Kommissionen holder møder med både Danmark og de lande, der berøres af grænsekontrollen og undersøger, hvorvidt grænsekontrollen er i overensstemmelse med EU-rettens krav, forklarer Anitta Hipper.Udviklingen tyder på, at Kommissionen er ved at tabe tålmodigheden med de gentagne danske forlængelser af grænsekontrollen.Det vurderer Jens Vedsted-Hansen, der er professor i migrationsret og EU-ret ved Aarhus Universitet.Annonce:- Kommissionen har hidtil ikke ønsket at lægge sig ud med Danmark og de andre medlemsstater med grænsekontrol. Men nu synes de tilsyneladende, at det må være nok, siger han til Information.Udgangspunktet i Schengen-reglerne er, at grænsekontrol ved de indre grænser er ulovligt. Men skiftende danske regeringer har retfærdiggjort grænsekontrollen med en særlig undtagelsesbestemmelse. Den gør det muligt midlertidigt at indføre grænsekontrol i en afgrænset periode, når der er en alvorlig trussel mod den offentlige orden eller indre sikkerhed. I reglerne står der, at det samlede tidsrum for den midlertidige grænsekontrol ikke må overstige seks måneder.Danmark og flere andre lande har i årevis hævdet, at grænsekontrollen blot kunne fornys for en ny seksmånedersperiode, hver gang den udløb, så længe eksempelvis terrortruslen ikke var forsvundet.Men i april 2022 afsagde EU-Domstolen en dom, som underkender den fortolkning af reglerne. Justitsminister Peter Hummelgaard (S) har efterfølgende erkendt, at grænsekontrollens lovlighed er behæftet med betydelig usikkerhed.I et mailsvar til Information bekræfter Justitsministeriet, at Kommissionen har indledt en formel konsultationsproces baseret på artikel 27 i Schengengrænsekodeksen.",282
127,https://ekstrabladet.dk/nyheder/samfund/personer-under-18-aar-kan-have-ret-til-juridisk-koensskifte/9901537,Personer under 18 år kan have ret til juridisk kønsskifte,/ritzau/,2023-08-13 09:58,samfund,"Personer under 18 år kan på trods af dansk lovgivning have ret til juridisk kønsskifte.Det fastslår Det Centrale Personregister, CPR, på registerets hjemmeside.I CPR-loven fremgår det ellers, at en person skal være fyldt 18 år for at ansøge om et nyt personnummer, som er i overensstemmelse med det oplevede køn.Men ifølge Danmarks internationale forpligtelser kan personer under 18 år, som eksempelvis har modtaget kønsmodificerende behandling i sundhedsvæsenet også have ret til et juridisk kønsskifte. Det skriver CPR.Derfor vil indenrigs- og sundhedsminister Sophie Løhde (V) nu se på, om loven skal ændres. Det oplyser hun til Altinget.I et brev til Folketinget beklager ministeren desuden, at ministeriet ikke tidligere har været opmærksom på Danmarks internationale forpligtelser. Det skriver Altinget.Annonce:Ifølge mediet har 16 personer under 18 år fået afslag på en ansøgning om juridisk kønsskifte i perioden mellem september 2014 og juli 2023.Alle 16 sager vil nu blive genoptaget. Det oplyser ministeren til Altinget.Et juridisk kønsskifte betyder, at man får et nyt CPR-nummer, så det passer til det køn, man skifter til.Kvinder har et lige tal til sidst, mens mænd har et ulige tal.Tilbage i 2020 kom den daværende socialdemokratiske regering med et udspil, der gik ud på, at børn skulle have lov til at skifte juridisk køn uanset alder.Herefter kom det frem, at et flertal i Det Etiske Råd ikke mente, at aldersgrænsen helt skulle fjernes. Et stort flertal i rådet mente dog, at aldersgrænsen burde være lavere end 18 år.Alligevel havde den daværende S-regering en ambition om at fremsætte et lovforslag, der skulle fjerne aldersgrænsen helt. Det skrev Jyllands-Posten sidste år.Regeringen ville have fremsat lovforslaget i oktober 2022. Men som bekendt kom der et folketingsvalg i vejen, og forslaget blev derfor aldrig fremsat.",282
128,https://ekstrabladet.dk/sport/cykling/dansk-tour-rytter-skifter-til-storhold/9904190,Dansk Tour-rytter skifter til storhold,Anders Larsen,2023-08-15 08:28,sport,"Han har fået sit helt store gennembrud på den internationale scene de seneste par år, og det bærer nu frugt.Den danske Tour-rytter Anthon Charmig har nemlig skrevet under på en aftale med det kasakhiske storhold Astana Qazaqstan Team.En aftale, der binder ham til holdet i to sæsoner.Det skriver holdet i en pressemeddelelse.- Det er et meget spændende skridt for mig at skifte til Astana Qazaqstan Team fra næste sæson.- Vi har haft nogle snakke i løbet af sæsonen, og da holdet præsenterede deres plan for mig, var jeg sikker på, at Astana ville være det rigtige skridt for mig.- Jeg er klar til at agere hjælperytter for mine kaptajner, men også til at få chancen for at køre personlige resultater hjem.Holdet har en stor succes med at udvikle danske ryttere, og jeg ser frem til, at jeg forhåbentlig bliver den næste, siger Charmig.      Foto: Tariq Mikkel KhanAnnonce:- Han er meget interessantDen legendariske sportsdirektør hos Astana Qazaqstan Team, Alexandr Vinokurov, er begejstret for danskeren og ser frem til at arbejde med ham.- Anthon er en meget interessant rytter, og jeg er nysgerrig på at se hans potentiale udvikle sig inden for cykling.- Indtil videre har Anthon vist, at han kan være rigtig god på de små etaper, men han har også allerede erfaring fra Tour de France, så vi kan bruge ham som hjælperytter til vores kaptajner i Grand Tours.Flere gode historier fra EB+BadmintonGemGemt      Dansk stjerne melder ud: Klar til at flytte hjemFodboldGemGemt      Se FCK's Sparta-brag herSuperligaenGemGemt      Sisto bryder tavsheden: - Har ikke været der sidenSuperligaenGemGemt      Så mange millioner scorer Brøndby og FCK på Højlund-handelTennisGemGemt      Pengemaskinen Caroline: Derfor kaster de millioner efter hendeSportGemGemt      Kom helt tæt på Sistos sekt: Så vild er mystikken",282
129,https://ekstrabladet.dk/underholdning/dkkendte/efter-stribevis-af-konkurser-nu-er-der-nyt/9902682,Efter stribevis af konkurser: Nu er der nyt,Emma Busk,2023-08-15 04:14,Underholdning,"Den tidligere deltager i 'Gift ved første blik' Michael 'Skatter' Sommer har ikke altid haft held med forretningerne.Siden maj har tv-kendissen måttet lægge fem selskaber i graven, hvoraf fire ifølge cvr-registret er under konkursbehandling. Et forløb, der i den grad har taget hårdt på ham.- Jeg er stresset. Jeg havde egentlig heller ikke lyst til at snakke med dig. Jeg synes, det er hårdt. Men altså, man kommer over det, fortalte han til Ekstra Bladet, da han i første omgang gik konkurs med selskabet RS Car Group.Sidenhen kom turen til holdingselskabet Sommer Capital ApS samt virksomhederne Vikar Group ApS og Elektro Center ApS.Alt tyder dog på, at Michael Sommer langtfra har mistet sin iværksættergejst. For to uger siden bekræftede han over for Ekstra Bladet, at han og hustruen, Maria Kronholm, havde stiftet et nyt holdingsselskab.Annonce:Hvad det skulle bruges til, ville han ikke på daværende tidspunkt løfte sløret for. Nu fremgår det det dog af cvr-registret, at det driftige par gennem holdingselskabet har stiftet endnu en ny virksomhed.Handel og serviceMichael Sommer og Maria Kronholm ejer hver 50 procent af det nye selskab Glad Omsorg ApS, hvor de tilsyneladende satser på at kunne tjene til dagen og vejen gennem 'handel og service', som det fremgår af det offentlige register.Det er Maria Kronholm, der er direktør for selskabet, som parret har postet 40.000 kroner i som startkapital.Tidligere har Michael Sommer fortalt til Ekstra Bladet, at det er første gang, hans hustru kaster sig ud i at være selvstændig.- Hun har ikke været med før, så det er spændende, sagde han, inden han dog forklarede, at hun i øjeblikket var sygemeldt.Ekstra Bladet har forsøgt at få en kommentar fra Michael Sommer, men det har ikke været muligt.",283
130,https://ekstrabladet.dk/forbrug/Teknologi/elon-musks-vilde-planer-skal-vaere-den-stoerste-i-europa/9873832,Elon Musks vilde planer: Skal være den største i Europa,Victor Kuhlman,2023-07-24 11:55,Videnskab,"Tesla har speederen i bund for tiden.Den amerikanske bilproducent har øget sin omsætning med 48 procent sammenlignet med sidste år, og nu melder Tesla-chefen, Elon Musk, ud om sine store planer for fabrikken i Tyskland.Det skal nemlig være den største af sin slags i Europa, skriver CNN.Tesla har således ansøgt om at få lov til at fordoble produktionen på fabrikken i Berlin, så man i fremtiden er i stand til at producere intet mindre end en million elektriske biler om året.      Sådan så det ud i 2022, da Tesla åbnede sin gigafabrik. Foto: Pool.Slår VolkswagenPå fabrikken, der ligger knap 30 kilometer sydøst for den tyske hovedstad, vil man også producere flere battericeller end hidtil.Udbygningen af den såkaldte ’Gigafactory’, der producerede sin første bil i marts 2022, vil betyde, at Volkswagens super-fabrik i den tyske by Wolfsburg bliver slået af tronen som den største i Europa.Annonce:Salget af Teslaer har i år været ret forrygende.Helt konkret er der blevet langet 466.140 Teslaer over disken mellem april og juni, hvilket er 80 procent mere end året forinden,fortæller Teslai en pressemeddelelse.Teslas administrerende direktør, Elon Musk, har forklaret, at han hellere vil tjene lidt færre penge pr. bil, hvis det betyder, at han kan få flere af de populære elbiler på vejene. Derfor har han også sat priserne ned i en lang række lande.Tesla har desuden indgået en større aftale med de amerikanske bilgiganter Ford og General Motors, som også er ved at gøre sit indtog på markedet for elbiler.Aftalen betyder, at Ford- og General Motors-biler fremover vil få adgang til Teslas enorme netværk af ladestandere i Nordamerika - hvad der før har været en af Teslas konkurrenters største udfordringer på det voksende marked.        Gad du eje en Tesla?",284
131,https://ekstrabladet.dk/nyheder/advarer-turister-hold-jer-vaek/9902383,Advarer turister: Hold jer væk,/ritzau/,2023-08-13 23:54,samfund,"Turister bliver bedt om at holde sig væk fra hotellerne på den hawaiianske ø Maui, som p.t. raseres af den dødeligste skovbrand i USA's historie.Det sker, fordi myndighederne gør klar til at bruge et stort antal hotelværelser til at huse både redningspersonale og evakuerede lokale, skriver det amerikanske nyhedsbureau AP.Skovbranden har indtil videre kostet mere end 90 menneskeliv.- I de kommende uger vil de fælles ressourcer og både den føderale stat, delstaten og amtets opmærksomhed og det vestlige Maui-samfund og rejsebranchens fokus ligge på at forbedre forholdene for indbyggere, der har været tvunget til at lade sig evakuere fra deres boliger og forretninger, lyder det fra Hawaiis myndighed for turisme lørdag ifølge AP.      Skadernes størrelsesorden bliver klarere for hver dag, der går, mens redningshold og hundepatruljer graver sig gennem ruinerne af Lahaina på Hawaii. Foto: Hawaii''i Dlnr/ReutersTurister bliver opfordret til at besøge andre af delstatens øer.Annonce:Ifølge turistmyndigheden er 46.000 personer, herunder både turister og lokale, siden onsdag blevet fløjet fra øen.Fra delstatens guvernør, Josh Green, lyder det, at 500 hotelværelser vil blive gjort klar til lokale, der har været nødt til at forlade deres hjem. Yderligere 500 værelser skal tages i brug til redningspersonale.Myndighederne kigger også mod udlejningsplatformen Airbnb for at sikre, at lokale kan genhuses, skriver AP. Josh Green håber, at udlejningsplatformen kan hjælpe med boliger, der kan udlejes i en periode på mellem tre og ni måneder.Mens dødstallet er steget til 93, har myndighederne advaret mod, at indsatsen med at finde og identificere dødsofre kun er på et tidligt stadie.Genopbygningen af Lahaina kommer til at koste 5,5 milliarder dollars. Det svarer til cirka 37,2 milliarder danske kroner.Det anslår USA's føderale katastrofeagentur, Fema, som oplyser, at mere end 8,5 kvadratkilometer er brændt ned.",284
